"","1895","1910","1925","1940","1955","1970","1985","2000","2015"
"Democratic Republic of the Congo",0.000251845275363331,0.000260963637216861,0.000276264697312383,0.000305082798773622,0.000401453794211429,0.000472408562341417,0.000504409556452086,0.000493980685472845,0.000531626672050943
"Republic of Congo",0.000602921043053856,0.000648347547516999,0.000716610081028322,0.000839289552506339,0.00120645976820905,0.00142582895894611,0.00141898910852999,0.00147737640387185,0.00173263444390643
"Cook Islands",0,0,0,0,0,0,0,0,0
"Colombia",0.00529625756876798,0.00551099401296729,0.00579114495158853,0.00541566788657483,0.00465321461126432,0.00424929087285053,0.00433573911305664,0.00394202599440208,0.00301109014269793
"Comoros",0,0,0,0,0,0,0,0,0
"Cape Verde",0.000810504684826204,0.000937265758693684,0.00107839451326678,0.00123583091165832,0.00157277299877023,0.00189926581272933,0.00199083907015544,0.00224867830911535,0.00189302013313863
"Costa Rica",0.00218724575625342,0.00294953430914351,0.00368276253389145,0.00468427758166228,0.00761922281011114,0.00915113284724572,0.00948110873719418,0.00928909356996329,0.012261351323434
"Coral Sea Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cuba",0.0143617694163747,0.0191423324165303,0.0302420805562257,0.0387029171741245,0.0580158559432193,0.0985511754885064,0.138566099980525,0.158175342082618,0.137902163432051
"Curaçao",0.000660393008729443,0.000675471237627789,0.000675757968565449,0.000905694847460836,0.00105231159250252,0.00130244740284979,0.00131941173458472,0.00131028745090589,0.00130565353902057
"Cayman Islands",0,0,0,0,0,0,0,0,0
"Northern Cyprus",0,0,0,0,0,0,0,0,0
"Cyprus",0,0,0,0,0,0,0,0,0
"Czech Republic",0,0,0,0,0,0,0,0,0
"Germany",0,0,0,0,0,0,0,0,0
"Djibouti",2.42069639474115e-07,1.97652176818034e-07,1.6520590785755e-07,1.38192141700226e-07,1.01470474570912e-07,5.68610933745125e-08,3.17233646759026e-08,9.99102856743169e-09,1.76534664812304e-08
"Dominica",0.000929492001887411,0.00123939756304026,0.00129175337497145,0.00166855123825371,0.00154255388770252,0.00178147968836129,0.00174092513043433,0.00203335913829505,0.00309704802930355
"Denmark",0,0,0,0,0,0,0,0,0
"Dominican Republic",0.00546926218948424,0.00797124994806513,0.0122306503938108,0.0169593198748302,0.0269462336569456,0.0363985015526616,0.0451891665767518,0.0429728446197846,0.0430384344541498
"Algeria",2.31422364504271e-08,2.18761037175085e-08,2.0439269644271e-08,1.81979379961984e-08,1.62005236395033e-08,1.36082212599922e-08,1.22710443424579e-08,9.17556528171315e-09,8.85181054582131e-09
"Ecuador",0.00110046995022186,0.00135041701501431,0.00158458556924336,0.0024402591777534,0.00326013771575841,0.00386932684504626,0.00405487048241535,0.00459464359602197,0.00395899881525641
"Egypt",0.000248328668328297,0.000303183291459048,0.000349969341271839,0.000408265762395859,0.000534342166630183,0.000668524033919841,0.000600918876676663,0.00076886329846572,0.000860274690923699
"Eritrea",1.58692018455369e-06,1.67145088003903e-06,1.8357159561492e-06,2.17187490461023e-06,3.5571604449381e-06,4.04627555170394e-06,3.7633898922949e-06,3.19617231702618e-06,3.9934157811914e-06
"Dhekelia Sovereign Base Area",0,0,0,0,0,0,0,0,0
"Spain",6.04382811132571e-08,6.91571209229241e-08,9.10252891779531e-08,1.17427910644611e-07,1.38820631015623e-07,1.37441368105958e-07,1.36776371077416e-07,1.24637008043806e-07,1.08715273930528e-07
"Estonia",0,0,0,0,0,0,0,0,0
"Ethiopia",8.89102137359408e-05,0.000102846653747482,0.000117085872263861,0.000131403223847408,0.000154920026845427,0.000199024226255874,0.000195675576132463,0.000172783675950577,0.000287257795860417
"Finland",0,0,0,0,0,0,0,0,0
"Fiji",0.00600893639654844,0.00790712562723326,0.0113605602455981,0.017992412503484,0.0293634513190704,0.0353046319214627,0.0480465953435106,0.0615682147798084,0.0620950421032917
"Falkland Islands",0,0,0,0,0,0,0,0,0
"France",0.000100820300268572,0.000102943434925453,0.000105207650591992,0.000117313414093666,0.000147033266612915,0.000178883702853969,0.000166166885376396,0.00013289236310741,0.000111149902524337
"Faroe Islands",0,0,0,0,0,0,0,0,0
"Federated States of Micronesia",0,0,0,0,0,0,0,0,0
"Gabon",6.35661953542552e-05,6.85217646244269e-05,7.52895578576968e-05,8.71254676784806e-05,0.000114238485177183,0.000195188215216056,0.000312158357580683,0.000338425720025697,0.000353238585268087
"United Kingdom",0,0,0,0,0,0,0,0,0
"Georgia",0,0,0,0,0,0,0,0,0
"Guernsey",0,0,0,0,0,0,0,0,0
"Ghana",7.11054813372711e-05,7.60664029404117e-05,8.34465590500919e-05,9.71211214901168e-05,0.000140972882404771,0.000169220779908226,0.000199621799619516,0.000307886075654295,0.000394999271946149
"Gibraltar",0,0,0,0,0,0,0,0,0
"Guinea",6.23216432768041e-05,6.58364642230973e-05,7.14975145075223e-05,8.1538247318502e-05,0.000110403392134279,0.000368362719161438,0.000366788392426977,0.000301715651268461,0.000402986293471147
"Gambia",5.12844703085388e-06,7.46262425569252e-06,9.42929169208842e-06,1.33971591692119e-05,1.9961718083193e-05,2.37552251616892e-05,2.68486016596268e-05,3.53646656939028e-05,5.28600316361657e-05
"Guinea Bissau",2.25947988755334e-06,2.7129214107514e-06,3.08069890955019e-06,4.09357818915107e-06,6.7602377384901e-06,7.846071226099e-06,8.79277451366017e-06,1.17670837922064e-05,1.1997255734803e-05
"Equatorial Guinea",1.58340304291674e-06,1.67881568943683e-06,1.75587275797235e-06,1.83584883676044e-06,1.97705022791134e-06,2.21890887977289e-06,2.27840272210804e-06,2.28002442911799e-06,1.58803938705075e-06
"Greece",0,0,0,0,0,0,0,0,0
"Grenada",0.00330522167496383,0.00345881353132427,0.00346081866882741,0.00345167308114469,0.00367554021067917,0.00401983875781298,0.00291699566878378,0.00234456895850599,0.00189183780457824
"Greenland",0,0,0,0,0,0,0,0,0
"Guatemala",0.00705193498196847,0.00784979833006637,0.008974854061812,0.0113825422887599,0.0180836334536223,0.021139408996405,0.0243041605833857,0.0270213869282156,0.0354338680195959
"Guam",0,0,0,0,0,0,0,0,0
"Guyana",0.00232464357361467,0.00264151219694777,0.00293838764473482,0.00326589485055395,0.0040362091624585,0.00499249812157078,0.00680724042714895,0.00662265703203431,0.00626256716235033
"Hong Kong S.A.R.",0,0,0,0,0,0,0,0,0
"Heard Island and McDonald Islands",0,0,0,0,0,0,0,0,0
"Honduras",0.00167076137010047,0.00185424610722385,0.00240636078036084,0.00352784694074436,0.00543540396400252,0.00667855852371825,0.00775370645905601,0.00641623845266494,0.00662944095963987
"Croatia",0,0,0,0,0,0,0,0,0
"Haiti",0.00317021773015666,0.00372056484532853,0.00443016048908855,0.00505008172735365,0.00594370852276269,0.00662067720744138,0.0061336768234873,0.00664402943544297,0.00720499792886484
"Hungary",0,0,0,0,0,0,0,0,0
"Indonesia",0.000803513879578576,0.00106672998144637,0.00133137837670495,0.00159690786538883,0.00186362772969785,0.00197325602177104,0.00216037658244161,0.0026123291808904,0.0036846944078961
"Isle of Man",0,0,0,0,0,0,0,0,0
"India",0.00763726141210423,0.00779817736685859,0.00813703559114468,0.00896678262425923,0.00979846636803815,0.0103529575920755,0.0105960253468017,0.0107669954669587,0.0108400233191774
"Indian Ocean Territories",0,0,0,0,0,0,0,0,0
"British Indian Ocean Territory",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ireland",0,0,0,0,0,0,0,0,0
"Iran",0.000104912672851863,0.000117365859367895,0.000129665280943693,0.000141996783206652,0.000167603257656803,0.000197183945401514,0.000186753479342973,0.000204619697802335,0.000250916170621944
"Iraq",1.82411868525556e-06,2.2433382422238e-06,2.58540396137124e-06,3.65541007953598e-06,5.30578263220959e-06,6.546743629782e-06,7.18359303929518e-06,7.1843631998666e-06,4.56439749327623e-06
"Iceland",0,0,0,0,0,0,0,0,0
"Israel",8.57461884828936e-09,2.20762082919768e-09,4.99483407412349e-09,8.51375900334794e-09,1.30183774038617e-08,3.09128580511242e-08,1.41022666044766e-08,1.72318657121195e-08,0
"Italy",0,0,0,0,0,0,0,0,0
"Jamaica",0.010301219248989,0.00315769191365689,0.0104415751469787,0.0207604958365361,0.0359110668379193,0.0398949401453137,0.0367929868089656,0.0394697355339304,0.0352925620313423
"Jersey",0,0,0,0,0,0,0,0,0
"Jordan",5.1458338011554e-10,5.6459001783513e-10,7.48105118257443e-10,1.21042993137061e-09,1.93883085680522e-09,2.612716633952e-09,2.56409542251788e-09,2.43496199213812e-09,2.73554719406902e-09
"Japan",0.000161796063709956,0.000190704673429795,0.000226514783270919,0.000271866519259801,0.000321960199217027,0.000329008705110882,0.000303271690802903,0.000274075132502857,0.000253451729619251
"Baykonur Cosmodrome",0,0,0,0,0,0,0,0,0
"Siachen Glacier",0,0,0,0,0,0,0,0,0
"Kazakhstan",0,0,0,0,0,0,0,0,0
"Kenya",0.000264001686422789,0.000286157145196266,0.000321858458044539,0.000389938780010817,0.000617221553391092,0.000739093808705868,0.000895238505211906,0.00101511354842103,0.00118476877290142
"Kyrgyzstan",0,0,0,0,0,0,0,0,0
"Cambodia",0.000102765949573536,0.000122715635036617,0.000154533411315308,0.000217558285576829,0.000328441641507357,0.000406065437228111,0.000423432374758654,0.000549021044188433,0.000632211165172026
"Kiribati",0,0,0,0,0,0,0,0,0
"Saint Kitts and Nevis",0.0421712677925825,0.0429591294378042,0.0370611222460866,0.0326756512125333,0.0461912943671147,0.0436038024102648,0.0380767496923606,0.0237981298317512,0.0178778793973227
"South Korea",0,0,0,0,0,0,0,0,0
"Kosovo",0,0,0,0,0,0,0,0,0
"Kuwait",0,0,0,0,0,0,0,0,0
"Laos",7.89450801477187e-05,9.28630996442373e-05,0.000113035355273274,0.000144607299051522,0.000198893874466987,0.000252022921755176,0.00031299253970911,0.000339672639099193,0.000507307021379324
"Lebanon",0,0,0,0,0,0,0,0,0
"Liberia",0.00145982704073562,0.0015637827955875,0.00172597155511217,0.00202147631386006,0.00294809570477223,0.00350917638777373,0.0036682955789817,0.00367772999230041,0.00486978802700833
"Libya",1.76140584682241e-08,1.49748233396047e-08,1.08415484914455e-08,9.23711250448192e-09,4.56313382266992e-09,0,0,0,0
"Saint Lucia",9.81031780611374e-06,1.02023813269625e-05,1.01424255262828e-05,1.00466714684444e-05,0.000166236367658712,0.000196074008272262,0.000215928151737899,0.000178698569652624,0.000124095682258485
"Liechtenstein",0,0,0,0,0,0,0,0,0
"Sri Lanka",0.000942524139485185,0.00114419936122859,0.0012780846824171,0.00138219388913165,0.00186130268446183,0.00240140272302704,0.00244437563044759,0.0024751580953735,0.00301423129892689
"Lesotho",0,0,0,0,0,0,0,0,0
"Lithuania",0,0,0,0,0,0,0,0,0
"Luxembourg",0,0,0,0,0,0,0,0,0
"Latvia",0,0,0,0,0,0,0,0,0
"Macao S.A.R",7.27083097444847e-05,5.24031856912188e-05,4.98606968903914e-05,2.85852056549629e-05,1.50876758198137e-05,0,2.60443084698636e-05,3.06282090605237e-05,2.87658531306079e-05
"Saint Martin",0.000441510579548776,0.000410632521379739,0.000398319418309256,0.000497873232234269,0.000756586669012904,0.000909784052055329,0.000912836869247258,0.000879051745869219,0.000850932206958532
"Morocco",0.000147818268141715,0.000163547620077924,0.000179465240978459,0.000195525279123187,0.000231844672569458,0.000288342589931365,0.000334860646290847,0.000377591018230755,0.000374135710988552
"Monaco",0,0,0,0,0,0,0,0,0
"Moldova",0,0,0,0,0,0,0,0,0
"Madagascar",0.000376449258682528,0.0004238710193146,0.000495258123604678,0.000632817976342614,0.00107900668026027,0.00135782489426544,0.00183794405586741,0.00205422964058803,0.00270723889989293
"Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mexico",0.00166089606583041,0.00218477977089905,0.00233250588218248,0.00272263914471609,0.00383066241069833,0.00442196830742394,0.0048222384979656,0.00518903023700268,0.00458420595724605
"Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia",0,0,0,0,0,0,0,0,0
"Mali",5.36240899282376e-06,5.71912993659612e-06,6.31146061012512e-06,7.48579778063735e-06,1.09342171626075e-05,1.24660003544282e-05,1.47021684091837e-05,3.07680653251723e-05,5.24941928628696e-05
"Malta",0,0,0,0,0,0,0,0,0
"Myanmar",0.000884692968059252,0.00117925702015531,0.00145609795926707,0.00151171064133078,0.00150929400658318,0.00174202885740622,0.00169021590325588,0.00176286697008606,0.00209539924188285
"Montenegro",0,0,0,0,0,0,0,0,0
"Mongolia",0,0,0,0,0,0,0,0,0
"Northern Mariana Islands",0,0,0,0,0,0,0,0,0
"Mozambique",0.000139717435881388,0.000142021576034796,0.000159514105457551,0.000196461709194229,0.000196167093128788,0.000231968543605237,0.000245671192123024,0.000294851873698631,0.00046092641330713
"Mauritania",6.48814774765025e-07,7.43482495089875e-07,7.05772580126882e-07,8.49948934806161e-07,1.17186674457844e-06,1.29925597928649e-06,1.14801572472837e-06,1.00074928864723e-06,9.20232533543397e-07
"Montserrat",0,0,0,0,0,0,0,0,0
"Mauritius",0.138306667407354,0.136674503485362,0.133954217036565,0.131233930587769,0.128513644138972,0.119296173254649,0.106644421815872,0.0956180592377981,0.0867472390333811
"Malawi",0.000291525221940674,0.000334113653602799,0.000407379647341865,0.000564693756541601,0.00113639624677792,0.00170162319394933,0.00200898840209386,0.00259602545154242,0.00365538926440744
"Malaysia",0.000100319118833368,0.000134526826594025,0.000206688624716543,0.000241794995718089,0.000359917644228586,0.000460096844883114,0.000594361250734416,0.000787436314768657,0.000763319061692803
"Namibia",4.72129724342676e-07,5.19990622169105e-07,5.83096532575771e-07,6.70637256619776e-07,9.03998659357251e-07,1.06527631102592e-06,1.09064350349485e-06,1.12929925056117e-06,1.20585717406477e-06
"New Caledonia",0,0,0,0,0,0,0,0,0
"Niger",3.43305857104037e-06,3.67135865466109e-06,4.02557402366115e-06,6.15118748261848e-06,1.49366305307074e-05,2.03762234891027e-05,1.94485539697597e-05,2.46989685693414e-05,3.01897947100884e-05
"Norfolk Island",0,0,0,0,0,0,0,0,0
"Nigeria",1.07671065329259e-05,1.16134898247387e-05,1.30584964086369e-05,1.59447545525597e-05,2.45481748957253e-05,2.99321308907114e-05,3.3151906815945e-05,3.51477993827673e-05,4.48243187784515e-05
"Nicaragua",0.00167646824675772,0.00203284633097048,0.00256675060497186,0.00338183558377188,0.00511351724344823,0.00620098555777718,0.00694789659456005,0.0106597801839919,0.00789952636869737
"Niue",0,0,0,0,0,0,0,0,0
"Netherlands",0,0,0,0,0,0,0,0,0
"Norway",0,0,0,0,0,0,0,0,0
"Nepal",0.00131310219123068,0.00147797697646151,0.00168774345317594,0.00180200834932949,0.001913933403646,0.00209278827158329,0.00240292265936757,0.00251503161803369,0.00229535821347062
"Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA
"New Zealand",0,0,0,0,0,0,0,0,0
"Oman",1.60320255059662e-07,1.57904964914926e-07,1.42471317070276e-07,1.2128321106687e-07,7.29941852421399e-08,4.47958137263858e-08,6.78297054827141e-08,7.91236522627172e-08,8.11293009585665e-08
"Pakistan",0.00480191242496099,0.00531570837261655,0.00598982034407134,0.00670857463914762,0.00930200212215275,0.0106539476423904,0.0114197246918475,0.012087584465511,0.0124849170168065
"Panama",0.00148894471200038,0.0020225062327745,0.00257429093420342,0.00349109784212487,0.00520601009603524,0.00575298580160961,0.00620282669206063,0.00712442592925072,0.00768842098898531
"Pitcairn Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peru",0.000297038507094396,0.00033619260119767,0.000353685911315149,0.000363010750048957,0.000354298704011381,0.00051208462275578,0.000699621769560596,0.00080851213504845,0.00120474316215831
"Spratly Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Philippines",0.00239642045810235,0.00294540363606917,0.00369223260816806,0.00436529309180781,0.00517586806456465,0.00627587502280392,0.00819008449082108,0.00817093288845015,0.00943152399621514
"Palau",0,0,0,0,0,0,0,0,0
"Papua New Guinea",4.300681901744e-06,4.06770381222324e-06,4.08713277794767e-06,4.01543946714455e-06,3.76526643580794e-06,4.62872269841549e-06,6.01023179885998e-06,7.43664222109072e-06,8.87036117480265e-06
"Poland",0,0,0,0,0,0,0,0,0
"Puerto Rico",0.0151199211499521,0.0189115471772051,0.0234322419439975,0.0277231862668746,0.0324729782961575,0.024840811350649,0.0136649350502661,0.0108826000858764,0.0124195311052193
"North Korea",0,0,0,0,0,0,0,0,0
"Portugal",5.47649334498137e-09,6.24072294975085e-09,6.64634289252445e-09,7.77111947581015e-09,8.3866347094521e-09,8.66095795535497e-09,8.99905487694057e-09,7.2361231383295e-09,5.09420936575479e-09
"Paraguay",0.000199656211921421,0.000222573925135215,0.000259415486796218,0.000286692022311711,0.000317603908493546,0.000366506033358372,0.000698794221138977,0.00104424935254357,0.00166043603966354
"Palestine",0,0,0,0,0,0,0,0,0
"French Polynesia",0,0,0,0,0,0,0,0,0
"Qatar",0,0,0,0,0,0,0,0,0
"Romania",0,0,0,0,0,0,0,0,0
"Russia",0,0,0,0,0,0,0,0,0
"Rwanda",0.000140447932931091,0.000150405648861535,0.000166900785188773,0.000198879315928113,0.000307598375765073,0.00041435141587675,0.000603683831756033,0.0006533458029979,0.000765731662414187
"Western Sahara",0,0,0,0,0,0,0,0,0
"Saudi Arabia",2.24303538494795e-09,2.31670354375308e-09,2.46362093315088e-09,2.58762091030689e-09,2.70567792732502e-09,3.16287037626664e-09,4.47485691387127e-09,5.88133283725232e-09,5.41030707694621e-09
"Scarborough Reef",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sudan",8.69537225690613e-05,9.19200678353506e-05,9.94344842723252e-05,0.000112614734504543,0.000153705793110332,0.000190855672446564,0.000208581074431395,0.000266256225271424,0.000413358450824112
"South Sudan",8.04885727214452e-05,8.30653194167529e-05,8.77641687150097e-05,9.740101665238e-05,0.000129669138382762,0.000156429003284304,0.000164702860307263,0.000201264438520446,0.000302132886404906
"Senegal",0.000187005601149597,0.000228362988721531,0.000236067595580482,0.000302547350475816,0.000438152750782548,0.000516193391050525,0.000496311986346115,0.000473987975972562,0.000464858680425095
"Serranilla Bank",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singapore",0.000575197977013886,0.000534093822352588,0.000505751406308264,0.000446632475359365,0.000354156538378447,0.000164422584930435,0.000129116699099541,0.000155690431711264,0.000145719604915939
"South Georgia and South Sandwich Islands",0,0,0,0,0,0,0,0,0
"Saint Helena",0,0,0,0,0,0,0,0,0
"Solomon Islands",0,0,0,0,0,0,0,0,0
"Sierra Leone",7.45360094593176e-06,1.12297459509136e-05,1.70530081504694e-05,2.60954171835692e-05,3.72596207398601e-05,4.26958914090392e-05,5.15330828534388e-05,5.45947251566758e-05,0.00019682288855923
"El Salvador",0.0115483855941044,0.0145877439464475,0.0195116017431278,0.0219552870518688,0.0262062314512401,0.0271582441436576,0.0345670651837156,0.0377096878043536,0.0396169041893605
"San Marino",0,0,0,0,0,0,0,0,0
"Somaliland",1.09708281748547e-05,1.08194368733438e-05,1.10348207910008e-05,1.11732821523023e-05,1.17491564303351e-05,1.19522766894293e-05,1.05595368274645e-05,9.50132668554456e-06,1.05151959975741e-05
"Somalia",1.43878141829429e-05,1.56115995005539e-05,1.78943817756163e-05,2.04923736882198e-05,2.48247256950407e-05,2.92762258328041e-05,3.14062632353035e-05,3.28088376943874e-05,3.74433374064314e-05
"Saint Pierre and Miquelon",0,0,0,0,0,0,0,0,0
"Republic of Serbia",0,0,0,0,0,0,0,0,0
"Sao Tome and Principe",0,0,0,0,0,0,0,0,0
"Suriname",5.66679351634383e-05,5.98224637746143e-05,6.67144861276366e-05,7.09239383072437e-05,6.84120612727936e-05,6.76635086176982e-05,9.15704579950598e-05,0.00010415832978148,0.000109520464731259
"Slovakia",0,0,0,0,0,0,0,0,0
"Slovenia",0,0,0,0,0,0,0,0,0
"Sweden",0,0,0,0,0,0,0,0,0
"Swaziland",0.00525035332248081,0.00611133542164074,0.00714286707807332,0.00829654503225659,0.0152814470735999,0.0205679644520084,0.0256866982672364,0.0260448559420183,0.0250462082137043
"Sint Maarten",0.000441510579548776,0.000410632521379739,0.000398319418309256,0.000497873232234269,0.000756586669012904,0.000909784052055329,0.000912836869247258,0.000879051745869219,0.000850932206958532
"Seychelles",0,0,0,0,0,0,0,0,0
"Syria",4.97743411582416e-08,4.81842504136294e-08,4.6834031575345e-08,7.15284948588689e-08,1.03394039888191e-07,1.12877219645114e-07,1.07517137743289e-07,1.02586290612785e-07,1.10515708548011e-07
"Turks and Caicos Islands",4.42021544889334e-05,4.61141462437809e-05,6.30505044985815e-05,8.70100989232014e-05,0.000115862368147646,0.00012427331193976,0.000124273908113537,0.000124274566966657,0.000124274937282583
"Chad",1.12933833779197e-05,1.1660689430321e-05,1.24353922832553e-05,1.3973484959347e-05,1.87033367373575e-05,2.119408606363e-05,2.38453543448731e-05,2.52718804705459e-05,3.47125324039087e-05
"Togo",0,0,0,0,0,0,0,0,0
"Thailand",0.00259079270785283,0.00353722367802072,0.00509158700714278,0.0074024106409759,0.0115397596153545,0.016024927455759,0.022754969067919,0.0227956162912311,0.0264268513994576
"Tajikistan",0,0,0,0,0,0,0,0,0
"Turkmenistan",1.60720930404401e-07,1.8087409025102e-07,2.02331486328104e-07,2.24864395760692e-07,2.72705418525178e-07,3.22569402815412e-07,3.13415692720157e-07,3.23294364976396e-07,3.99715395534112e-07
"East Timor",2.92306863947919e-05,3.48705997518999e-05,5.18727220447832e-05,6.01742480955038e-05,6.64331937993043e-05,6.82900993668131e-05,8.28089587709033e-05,0.00010307752649839,0.000142312547388045
"Tonga",0,0,0,0,0,0,0,0,0
